"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"15.08.2018 17:15 - 15.08.2018 17:30","n/e","n/e"
"15.08.2018 17:30 - 15.08.2018 17:45","n/e","n/e"
"15.08.2018 17:45 - 15.08.2018 18:00","n/e","n/e"
"15.08.2018 18:00 - 15.08.2018 18:15","n/e","n/e"
"15.08.2018 18:15 - 15.08.2018 18:30","n/e","n/e"
"15.08.2018 18:30 - 15.08.2018 18:45","n/e","n/e"
"15.08.2018 18:45 - 15.08.2018 19:00","n/e","n/e"
"15.08.2018 19:00 - 15.08.2018 19:15","n/e","n/e"
"15.08.2018 19:15 - 15.08.2018 19:30","n/e","n/e"
"15.08.2018 19:30 - 15.08.2018 19:45","n/e","n/e"
"15.08.2018 19:45 - 15.08.2018 20:00","n/e","n/e"
"15.08.2018 20:00 - 15.08.2018 20:15","n/e","n/e"
"15.08.2018 20:15 - 15.08.2018 20:30","n/e","n/e"
"15.08.2018 20:30 - 15.08.2018 20:45","n/e","n/e"
"15.08.2018 20:45 - 15.08.2018 21:00","n/e","n/e"
"15.08.2018 21:00 - 15.08.2018 21:15","n/e","n/e"
"15.08.2018 21:15 - 15.08.2018 21:30","n/e","n/e"
"15.08.2018 21:30 - 15.08.2018 21:45","n/e","n/e"
"15.08.2018 21:45 - 15.08.2018 22:00","n/e","n/e"
"15.08.2018 22:00 - 15.08.2018 22:15","n/e","n/e"
"15.08.2018 22:15 - 15.08.2018 22:30","n/e","n/e"
"15.08.2018 22:30 - 15.08.2018 22:45","n/e","n/e"
"15.08.2018 22:45 - 15.08.2018 23:00","n/e","n/e"
"15.08.2018 23:00 - 15.08.2018 23:15","n/e","n/e"
"15.08.2018 23:15 - 15.08.2018 23:30","n/e","n/e"
"15.08.2018 23:30 - 15.08.2018 23:45","n/e","n/e"
"15.08.2018 23:45 - 16.08.2018 00:00","n/e","n/e"
"16.08.2018 00:00 - 16.08.2018 00:15","n/e","n/e"
"16.08.2018 00:15 - 16.08.2018 00:30","n/e","n/e"
"16.08.2018 00:30 - 16.08.2018 00:45","n/e","n/e"
"16.08.2018 00:45 - 16.08.2018 01:00","n/e","n/e"
"16.08.2018 01:00 - 16.08.2018 01:15","n/e","n/e"
"16.08.2018 01:15 - 16.08.2018 01:30","n/e","n/e"
"16.08.2018 01:30 - 16.08.2018 01:45","n/e","n/e"
"16.08.2018 01:45 - 16.08.2018 02:00","n/e","n/e"
"16.08.2018 02:00 - 16.08.2018 02:15","n/e","n/e"
"16.08.2018 02:15 - 16.08.2018 02:30","n/e","n/e"
"16.08.2018 02:30 - 16.08.2018 02:45","n/e","n/e"
"16.08.2018 02:45 - 16.08.2018 03:00","n/e","n/e"
"16.08.2018 03:00 - 16.08.2018 03:15","n/e","n/e"
"16.08.2018 03:15 - 16.08.2018 03:30","n/e","n/e"
"16.08.2018 03:30 - 16.08.2018 03:45","n/e","n/e"
"16.08.2018 03:45 - 16.08.2018 04:00","n/e","n/e"
"16.08.2018 04:00 - 16.08.2018 04:15","n/e","n/e"
"16.08.2018 04:15 - 16.08.2018 04:30","n/e","n/e"
"16.08.2018 04:30 - 16.08.2018 04:45","n/e","n/e"
"16.08.2018 04:45 - 16.08.2018 05:00","n/e","n/e"
"16.08.2018 05:00 - 16.08.2018 05:15","n/e","n/e"
"16.08.2018 05:15 - 16.08.2018 05:30","n/e","n/e"
"16.08.2018 05:30 - 16.08.2018 05:45","n/e","n/e"
"16.08.2018 05:45 - 16.08.2018 06:00","n/e","n/e"
"16.08.2018 06:00 - 16.08.2018 06:15","n/e","n/e"
"16.08.2018 06:15 - 16.08.2018 06:30","n/e","n/e"
"16.08.2018 06:30 - 16.08.2018 06:45","n/e","n/e"
"16.08.2018 06:45 - 16.08.2018 07:00","n/e","n/e"
"16.08.2018 07:00 - 16.08.2018 07:15","n/e","n/e"
"16.08.2018 07:15 - 16.08.2018 07:30","n/e","n/e"
"16.08.2018 07:30 - 16.08.2018 07:45","n/e","n/e"
"16.08.2018 07:45 - 16.08.2018 08:00","n/e","n/e"
"16.08.2018 08:00 - 16.08.2018 08:15","n/e","n/e"
"16.08.2018 08:15 - 16.08.2018 08:30","n/e","n/e"
"16.08.2018 08:30 - 16.08.2018 08:45","n/e","n/e"
"16.08.2018 08:45 - 16.08.2018 09:00","n/e","n/e"
"16.08.2018 09:00 - 16.08.2018 09:15","n/e","n/e"
"16.08.2018 09:15 - 16.08.2018 09:30","n/e","n/e"
"16.08.2018 09:30 - 16.08.2018 09:45","n/e","n/e"
"16.08.2018 09:45 - 16.08.2018 10:00","n/e","n/e"
"16.08.2018 10:00 - 16.08.2018 10:15","n/e","n/e"
"16.08.2018 10:15 - 16.08.2018 10:30","n/e","n/e"
"16.08.2018 10:30 - 16.08.2018 10:45","n/e","n/e"
"16.08.2018 10:45 - 16.08.2018 11:00","n/e","n/e"
"16.08.2018 11:00 - 16.08.2018 11:15","n/e","n/e"
"16.08.2018 11:15 - 16.08.2018 11:30","n/e","n/e"
"16.08.2018 11:30 - 16.08.2018 11:45","n/e","n/e"
"16.08.2018 11:45 - 16.08.2018 12:00","n/e","n/e"
"16.08.2018 12:00 - 16.08.2018 12:15","n/e","n/e"
"16.08.2018 12:15 - 16.08.2018 12:30","n/e","n/e"
"16.08.2018 12:30 - 16.08.2018 12:45","n/e","n/e"
"16.08.2018 12:45 - 16.08.2018 13:00","n/e","n/e"
"16.08.2018 13:00 - 16.08.2018 13:15","n/e","n/e"
"16.08.2018 13:15 - 16.08.2018 13:30","n/e","n/e"
"16.08.2018 13:30 - 16.08.2018 13:45","n/e","n/e"
"16.08.2018 13:45 - 16.08.2018 14:00","n/e","n/e"
"16.08.2018 14:00 - 16.08.2018 14:15","n/e","n/e"
"16.08.2018 14:15 - 16.08.2018 14:30","n/e","n/e"
"16.08.2018 14:30 - 16.08.2018 14:45","n/e","n/e"
"16.08.2018 14:45 - 16.08.2018 15:00","n/e","n/e"
"16.08.2018 15:00 - 16.08.2018 15:15","n/e","n/e"
"16.08.2018 15:15 - 16.08.2018 15:30","n/e","n/e"
"16.08.2018 15:30 - 16.08.2018 15:45","n/e","n/e"
"16.08.2018 15:45 - 16.08.2018 16:00","n/e","n/e"
"16.08.2018 16:00 - 16.08.2018 16:15","n/e","n/e"
"16.08.2018 16:15 - 16.08.2018 16:30","n/e","n/e"
"16.08.2018 16:30 - 16.08.2018 16:45","n/e","n/e"
"16.08.2018 16:45 - 16.08.2018 17:00","n/e","n/e"
"16.08.2018 17:00 - 16.08.2018 17:15","n/e","n/e"
"16.08.2018 17:15 - 16.08.2018 17:30","n/e","n/e"
"16.08.2018 17:30 - 16.08.2018 17:45","n/e","n/e"
"16.08.2018 17:45 - 16.08.2018 18:00","n/e","n/e"
"16.08.2018 18:00 - 16.08.2018 18:15","n/e","n/e"
"16.08.2018 18:15 - 16.08.2018 18:30","n/e","n/e"
"16.08.2018 18:30 - 16.08.2018 18:45","n/e","n/e"
"16.08.2018 18:45 - 16.08.2018 19:00","n/e","n/e"
"16.08.2018 19:00 - 16.08.2018 19:15","n/e","n/e"
"16.08.2018 19:15 - 16.08.2018 19:30","n/e","n/e"
"16.08.2018 19:30 - 16.08.2018 19:45","n/e","n/e"
"16.08.2018 19:45 - 16.08.2018 20:00","n/e","n/e"
"16.08.2018 20:00 - 16.08.2018 20:15","n/e","n/e"
"16.08.2018 20:15 - 16.08.2018 20:30","n/e","n/e"
"16.08.2018 20:30 - 16.08.2018 20:45","n/e","n/e"
"16.08.2018 20:45 - 16.08.2018 21:00","n/e","n/e"
"16.08.2018 21:00 - 16.08.2018 21:15","n/e","n/e"
"16.08.2018 21:15 - 16.08.2018 21:30","n/e","n/e"
"16.08.2018 21:30 - 16.08.2018 21:45","n/e","n/e"
"16.08.2018 21:45 - 16.08.2018 22:00","n/e","n/e"
"16.08.2018 22:00 - 16.08.2018 22:15","n/e","n/e"
"16.08.2018 22:15 - 16.08.2018 22:30","n/e","n/e"
"16.08.2018 22:30 - 16.08.2018 22:45","n/e","n/e"
"16.08.2018 22:45 - 16.08.2018 23:00","n/e","n/e"
"16.08.2018 23:00 - 16.08.2018 23:15","n/e","n/e"
"16.08.2018 23:15 - 16.08.2018 23:30","n/e","n/e"
"16.08.2018 23:30 - 16.08.2018 23:45","n/e","n/e"
"16.08.2018 23:45 - 17.08.2018 00:00","n/e","n/e"
"17.08.2018 00:00 - 17.08.2018 00:15","n/e","n/e"
"17.08.2018 00:15 - 17.08.2018 00:30","n/e","n/e"
"17.08.2018 00:30 - 17.08.2018 00:45","n/e","n/e"
"17.08.2018 00:45 - 17.08.2018 01:00","n/e","n/e"
"17.08.2018 01:00 - 17.08.2018 01:15","n/e","n/e"
"17.08.2018 01:15 - 17.08.2018 01:30","n/e","n/e"
"17.08.2018 01:30 - 17.08.2018 01:45","n/e","n/e"
"17.08.2018 01:45 - 17.08.2018 02:00","n/e","n/e"
"17.08.2018 02:00 - 17.08.2018 02:15","n/e","n/e"
"17.08.2018 02:15 - 17.08.2018 02:30","n/e","n/e"
"17.08.2018 02:30 - 17.08.2018 02:45","n/e","n/e"
"17.08.2018 02:45 - 17.08.2018 03:00","n/e","n/e"
"17.08.2018 03:00 - 17.08.2018 03:15","n/e","n/e"
"17.08.2018 03:15 - 17.08.2018 03:30","n/e","n/e"
"17.08.2018 03:30 - 17.08.2018 03:45","n/e","n/e"
"17.08.2018 03:45 - 17.08.2018 04:00","n/e","n/e"
"17.08.2018 04:00 - 17.08.2018 04:15","n/e","n/e"
"17.08.2018 04:15 - 17.08.2018 04:30","n/e","n/e"
"17.08.2018 04:30 - 17.08.2018 04:45","n/e","n/e"
"17.08.2018 04:45 - 17.08.2018 05:00","n/e","n/e"
"17.08.2018 05:00 - 17.08.2018 05:15","n/e","n/e"
"17.08.2018 05:15 - 17.08.2018 05:30","n/e","n/e"
"17.08.2018 05:30 - 17.08.2018 05:45","n/e","n/e"
"17.08.2018 05:45 - 17.08.2018 06:00","n/e","n/e"
"17.08.2018 06:00 - 17.08.2018 06:15","n/e","n/e"
"17.08.2018 06:15 - 17.08.2018 06:30","n/e","n/e"
"17.08.2018 06:30 - 17.08.2018 06:45","n/e","n/e"
"17.08.2018 06:45 - 17.08.2018 07:00","n/e","n/e"
"17.08.2018 07:00 - 17.08.2018 07:15","n/e","n/e"
"17.08.2018 07:15 - 17.08.2018 07:30","n/e","n/e"
"17.08.2018 07:30 - 17.08.2018 07:45","n/e","n/e"
"17.08.2018 07:45 - 17.08.2018 08:00","n/e","n/e"
"17.08.2018 08:00 - 17.08.2018 08:15","n/e","n/e"
"17.08.2018 08:15 - 17.08.2018 08:30","n/e","n/e"
"17.08.2018 08:30 - 17.08.2018 08:45","n/e","n/e"
"17.08.2018 08:45 - 17.08.2018 09:00","n/e","n/e"
"17.08.2018 09:00 - 17.08.2018 09:15","n/e","n/e"
"17.08.2018 09:15 - 17.08.2018 09:30","n/e","n/e"
"17.08.2018 09:30 - 17.08.2018 09:45","n/e","n/e"
"17.08.2018 09:45 - 17.08.2018 10:00","n/e","n/e"
"17.08.2018 10:00 - 17.08.2018 10:15","n/e","n/e"
"17.08.2018 10:15 - 17.08.2018 10:30","n/e","n/e"
"17.08.2018 10:30 - 17.08.2018 10:45","n/e","n/e"
"17.08.2018 10:45 - 17.08.2018 11:00","n/e","n/e"
"17.08.2018 11:00 - 17.08.2018 11:15","n/e","n/e"
"17.08.2018 11:15 - 17.08.2018 11:30","n/e","n/e"
"17.08.2018 11:30 - 17.08.2018 11:45","n/e","n/e"
"17.08.2018 11:45 - 17.08.2018 12:00","n/e","n/e"
"17.08.2018 12:00 - 17.08.2018 12:15","n/e","n/e"
"17.08.2018 12:15 - 17.08.2018 12:30","n/e","n/e"
"17.08.2018 12:30 - 17.08.2018 12:45","n/e","n/e"
"17.08.2018 12:45 - 17.08.2018 13:00","n/e","n/e"
"17.08.2018 13:00 - 17.08.2018 13:15","n/e","n/e"
"17.08.2018 13:15 - 17.08.2018 13:30","n/e","n/e"
"17.08.2018 13:30 - 17.08.2018 13:45","n/e","n/e"
"17.08.2018 13:45 - 17.08.2018 14:00","n/e","n/e"
"17.08.2018 14:00 - 17.08.2018 14:15","n/e","n/e"
"17.08.2018 14:15 - 17.08.2018 14:30","n/e","n/e"
"17.08.2018 14:30 - 17.08.2018 14:45","n/e","n/e"
"17.08.2018 14:45 - 17.08.2018 15:00","n/e","n/e"
"17.08.2018 15:00 - 17.08.2018 15:15","n/e","n/e"
"17.08.2018 15:15 - 17.08.2018 15:30","n/e","n/e"
"17.08.2018 15:30 - 17.08.2018 15:45","n/e","n/e"
"17.08.2018 15:45 - 17.08.2018 16:00","n/e","n/e"
"17.08.2018 16:00 - 17.08.2018 16:15","n/e","n/e"
"17.08.2018 16:15 - 17.08.2018 16:30","n/e","n/e"
"17.08.2018 16:30 - 17.08.2018 16:45","n/e","n/e"
"17.08.2018 16:45 - 17.08.2018 17:00","n/e","n/e"
"17.08.2018 17:00 - 17.08.2018 17:15","n/e","n/e"
"17.08.2018 17:15 - 17.08.2018 17:30","n/e","n/e"
"17.08.2018 17:30 - 17.08.2018 17:45","n/e","n/e"
"17.08.2018 17:45 - 17.08.2018 18:00","n/e","n/e"
"17.08.2018 18:00 - 17.08.2018 18:15","n/e","n/e"
"17.08.2018 18:15 - 17.08.2018 18:30","n/e","n/e"
"17.08.2018 18:30 - 17.08.2018 18:45","n/e","n/e"
"17.08.2018 18:45 - 17.08.2018 19:00","n/e","n/e"
"17.08.2018 19:00 - 17.08.2018 19:15","n/e","n/e"
"17.08.2018 19:15 - 17.08.2018 19:30","n/e","n/e"
"17.08.2018 19:30 - 17.08.2018 19:45","n/e","n/e"
"17.08.2018 19:45 - 17.08.2018 20:00","n/e","n/e"
"17.08.2018 20:00 - 17.08.2018 20:15","n/e","n/e"
"17.08.2018 20:15 - 17.08.2018 20:30","n/e","n/e"
"17.08.2018 20:30 - 17.08.2018 20:45","n/e","n/e"
"17.08.2018 20:45 - 17.08.2018 21:00","n/e","n/e"
"17.08.2018 21:00 - 17.08.2018 21:15","n/e","n/e"
"17.08.2018 21:15 - 17.08.2018 21:30","n/e","n/e"
"17.08.2018 21:30 - 17.08.2018 21:45","n/e","n/e"
"17.08.2018 21:45 - 17.08.2018 22:00","n/e","n/e"
"17.08.2018 22:00 - 17.08.2018 22:15","n/e","n/e"
"17.08.2018 22:15 - 17.08.2018 22:30","n/e","n/e"
"17.08.2018 22:30 - 17.08.2018 22:45","n/e","n/e"
"17.08.2018 22:45 - 17.08.2018 23:00","n/e","n/e"
"17.08.2018 23:00 - 17.08.2018 23:15","n/e","n/e"
"17.08.2018 23:15 - 17.08.2018 23:30","n/e","n/e"
"17.08.2018 23:30 - 17.08.2018 23:45","n/e","n/e"
"17.08.2018 23:45 - 18.08.2018 00:00","n/e","n/e"
"18.08.2018 00:00 - 18.08.2018 00:15","n/e","n/e"
"18.08.2018 00:15 - 18.08.2018 00:30","n/e","n/e"
"18.08.2018 00:30 - 18.08.2018 00:45","n/e","n/e"
"18.08.2018 00:45 - 18.08.2018 01:00","n/e","n/e"
"18.08.2018 01:00 - 18.08.2018 01:15","n/e","n/e"
"18.08.2018 01:15 - 18.08.2018 01:30","n/e","n/e"
"18.08.2018 01:30 - 18.08.2018 01:45","n/e","n/e"
"18.08.2018 01:45 - 18.08.2018 02:00","n/e","n/e"
"18.08.2018 02:00 - 18.08.2018 02:15","n/e","n/e"
"18.08.2018 02:15 - 18.08.2018 02:30","n/e","n/e"
"18.08.2018 02:30 - 18.08.2018 02:45","n/e","n/e"
"18.08.2018 02:45 - 18.08.2018 03:00","n/e","n/e"
"18.08.2018 03:00 - 18.08.2018 03:15","n/e","n/e"
"18.08.2018 03:15 - 18.08.2018 03:30","n/e","n/e"
"18.08.2018 03:30 - 18.08.2018 03:45","n/e","n/e"
"18.08.2018 03:45 - 18.08.2018 04:00","n/e","n/e"
"18.08.2018 04:00 - 18.08.2018 04:15","n/e","n/e"
"18.08.2018 04:15 - 18.08.2018 04:30","n/e","n/e"
"18.08.2018 04:30 - 18.08.2018 04:45","n/e","n/e"
"18.08.2018 04:45 - 18.08.2018 05:00","n/e","n/e"
"18.08.2018 05:00 - 18.08.2018 05:15","n/e","n/e"
"18.08.2018 05:15 - 18.08.2018 05:30","n/e","n/e"
"18.08.2018 05:30 - 18.08.2018 05:45","n/e","n/e"
"18.08.2018 05:45 - 18.08.2018 06:00","n/e","n/e"
"18.08.2018 06:00 - 18.08.2018 06:15","n/e","n/e"
"18.08.2018 06:15 - 18.08.2018 06:30","n/e","n/e"
"18.08.2018 06:30 - 18.08.2018 06:45","n/e","n/e"
"18.08.2018 06:45 - 18.08.2018 07:00","n/e","n/e"
"18.08.2018 07:00 - 18.08.2018 07:15","n/e","n/e"
"18.08.2018 07:15 - 18.08.2018 07:30","n/e","n/e"
"18.08.2018 07:30 - 18.08.2018 07:45","n/e","n/e"
"18.08.2018 07:45 - 18.08.2018 08:00","n/e","n/e"
"18.08.2018 08:00 - 18.08.2018 08:15","n/e","n/e"
"18.08.2018 08:15 - 18.08.2018 08:30","n/e","n/e"
"18.08.2018 08:30 - 18.08.2018 08:45","n/e","n/e"
"18.08.2018 08:45 - 18.08.2018 09:00","n/e","n/e"
"18.08.2018 09:00 - 18.08.2018 09:15","n/e","n/e"
"18.08.2018 09:15 - 18.08.2018 09:30","n/e","n/e"
"18.08.2018 09:30 - 18.08.2018 09:45","n/e","n/e"
"18.08.2018 09:45 - 18.08.2018 10:00","n/e","n/e"
"18.08.2018 10:00 - 18.08.2018 10:15","n/e","n/e"
"18.08.2018 10:15 - 18.08.2018 10:30","n/e","n/e"
"18.08.2018 10:30 - 18.08.2018 10:45","n/e","n/e"
"18.08.2018 10:45 - 18.08.2018 11:00","n/e","n/e"
"18.08.2018 11:00 - 18.08.2018 11:15","n/e","n/e"
"18.08.2018 11:15 - 18.08.2018 11:30","n/e","n/e"
"18.08.2018 11:30 - 18.08.2018 11:45","n/e","n/e"
"18.08.2018 11:45 - 18.08.2018 12:00","n/e","n/e"
"18.08.2018 12:00 - 18.08.2018 12:15","n/e","n/e"
"18.08.2018 12:15 - 18.08.2018 12:30","n/e","n/e"
"18.08.2018 12:30 - 18.08.2018 12:45","n/e","n/e"
"18.08.2018 12:45 - 18.08.2018 13:00","n/e","n/e"
"18.08.2018 13:00 - 18.08.2018 13:15","n/e","n/e"
"18.08.2018 13:15 - 18.08.2018 13:30","n/e","n/e"
"18.08.2018 13:30 - 18.08.2018 13:45","n/e","n/e"
"18.08.2018 13:45 - 18.08.2018 14:00","n/e","n/e"
"18.08.2018 14:00 - 18.08.2018 14:15","n/e","n/e"
"18.08.2018 14:15 - 18.08.2018 14:30","n/e","n/e"
"18.08.2018 14:30 - 18.08.2018 14:45","n/e","n/e"
"18.08.2018 14:45 - 18.08.2018 15:00","n/e","n/e"
"18.08.2018 15:00 - 18.08.2018 15:15","n/e","n/e"
"18.08.2018 15:15 - 18.08.2018 15:30","n/e","n/e"
"18.08.2018 15:30 - 18.08.2018 15:45","n/e","n/e"
"18.08.2018 15:45 - 18.08.2018 16:00","n/e","n/e"
"18.08.2018 16:00 - 18.08.2018 16:15","n/e","n/e"
"18.08.2018 16:15 - 18.08.2018 16:30","n/e","n/e"
"18.08.2018 16:30 - 18.08.2018 16:45","n/e","n/e"
"18.08.2018 16:45 - 18.08.2018 17:00","n/e","n/e"
"18.08.2018 17:00 - 18.08.2018 17:15","n/e","n/e"
"18.08.2018 17:15 - 18.08.2018 17:30","n/e","n/e"
"18.08.2018 17:30 - 18.08.2018 17:45","n/e","n/e"
"18.08.2018 17:45 - 18.08.2018 18:00","n/e","n/e"
"18.08.2018 18:00 - 18.08.2018 18:15","n/e","n/e"
"18.08.2018 18:15 - 18.08.2018 18:30","n/e","n/e"
"18.08.2018 18:30 - 18.08.2018 18:45","n/e","n/e"
"18.08.2018 18:45 - 18.08.2018 19:00","n/e","n/e"
"18.08.2018 19:00 - 18.08.2018 19:15","n/e","n/e"
"18.08.2018 19:15 - 18.08.2018 19:30","n/e","n/e"
"18.08.2018 19:30 - 18.08.2018 19:45","n/e","n/e"
"18.08.2018 19:45 - 18.08.2018 20:00","n/e","n/e"
"18.08.2018 20:00 - 18.08.2018 20:15","n/e","n/e"
"18.08.2018 20:15 - 18.08.2018 20:30","n/e","n/e"
"18.08.2018 20:30 - 18.08.2018 20:45","n/e","n/e"
"18.08.2018 20:45 - 18.08.2018 21:00","n/e","n/e"
"18.08.2018 21:00 - 18.08.2018 21:15","n/e","n/e"
"18.08.2018 21:15 - 18.08.2018 21:30","n/e","n/e"
"18.08.2018 21:30 - 18.08.2018 21:45","n/e","n/e"
"18.08.2018 21:45 - 18.08.2018 22:00","n/e","n/e"
"18.08.2018 22:00 - 18.08.2018 22:15","n/e","n/e"
"18.08.2018 22:15 - 18.08.2018 22:30","n/e","n/e"
"18.08.2018 22:30 - 18.08.2018 22:45","n/e","n/e"
"18.08.2018 22:45 - 18.08.2018 23:00","n/e","n/e"
"18.08.2018 23:00 - 18.08.2018 23:15","n/e","n/e"
"18.08.2018 23:15 - 18.08.2018 23:30","n/e","n/e"
"18.08.2018 23:30 - 18.08.2018 23:45","n/e","n/e"
"18.08.2018 23:45 - 19.08.2018 00:00","n/e","n/e"
"19.08.2018 00:00 - 19.08.2018 00:15","n/e","n/e"
"19.08.2018 00:15 - 19.08.2018 00:30","n/e","n/e"
"19.08.2018 00:30 - 19.08.2018 00:45","n/e","n/e"
"19.08.2018 00:45 - 19.08.2018 01:00","n/e","n/e"
"19.08.2018 01:00 - 19.08.2018 01:15","n/e","n/e"
"19.08.2018 01:15 - 19.08.2018 01:30","n/e","n/e"
"19.08.2018 01:30 - 19.08.2018 01:45","n/e","n/e"
"19.08.2018 01:45 - 19.08.2018 02:00","n/e","n/e"
"19.08.2018 02:00 - 19.08.2018 02:15","n/e","n/e"
"19.08.2018 02:15 - 19.08.2018 02:30","n/e","n/e"
"19.08.2018 02:30 - 19.08.2018 02:45","n/e","n/e"
"19.08.2018 02:45 - 19.08.2018 03:00","n/e","n/e"
"19.08.2018 03:00 - 19.08.2018 03:15","n/e","n/e"
"19.08.2018 03:15 - 19.08.2018 03:30","n/e","n/e"
"19.08.2018 03:30 - 19.08.2018 03:45","n/e","n/e"
"19.08.2018 03:45 - 19.08.2018 04:00","n/e","n/e"
"19.08.2018 04:00 - 19.08.2018 04:15","n/e","n/e"
"19.08.2018 04:15 - 19.08.2018 04:30","n/e","n/e"
"19.08.2018 04:30 - 19.08.2018 04:45","n/e","n/e"
"19.08.2018 04:45 - 19.08.2018 05:00","n/e","n/e"
"19.08.2018 05:00 - 19.08.2018 05:15","n/e","n/e"
"19.08.2018 05:15 - 19.08.2018 05:30","n/e","n/e"
"19.08.2018 05:30 - 19.08.2018 05:45","n/e","n/e"
"19.08.2018 05:45 - 19.08.2018 06:00","n/e","n/e"
"19.08.2018 06:00 - 19.08.2018 06:15","n/e","n/e"
"19.08.2018 06:15 - 19.08.2018 06:30","n/e","n/e"
"19.08.2018 06:30 - 19.08.2018 06:45","n/e","n/e"
"19.08.2018 06:45 - 19.08.2018 07:00","n/e","n/e"
"19.08.2018 07:00 - 19.08.2018 07:15","n/e","n/e"
"19.08.2018 07:15 - 19.08.2018 07:30","n/e","n/e"
"19.08.2018 07:30 - 19.08.2018 07:45","n/e","n/e"
"19.08.2018 07:45 - 19.08.2018 08:00","n/e","n/e"
"19.08.2018 08:00 - 19.08.2018 08:15","n/e","n/e"
"19.08.2018 08:15 - 19.08.2018 08:30","n/e","n/e"
"19.08.2018 08:30 - 19.08.2018 08:45","n/e","n/e"
"19.08.2018 08:45 - 19.08.2018 09:00","n/e","n/e"
"19.08.2018 09:00 - 19.08.2018 09:15","n/e","n/e"
"19.08.2018 09:15 - 19.08.2018 09:30","n/e","n/e"
"19.08.2018 09:30 - 19.08.2018 09:45","n/e","n/e"
"19.08.2018 09:45 - 19.08.2018 10:00","n/e","n/e"
"19.08.2018 10:00 - 19.08.2018 10:15","n/e","n/e"
"19.08.2018 10:15 - 19.08.2018 10:30","n/e","n/e"
"19.08.2018 10:30 - 19.08.2018 10:45","n/e","n/e"
"19.08.2018 10:45 - 19.08.2018 11:00","n/e","n/e"
"19.08.2018 11:00 - 19.08.2018 11:15","n/e","n/e"
"19.08.2018 11:15 - 19.08.2018 11:30","n/e","n/e"
"19.08.2018 11:30 - 19.08.2018 11:45","n/e","n/e"
"19.08.2018 11:45 - 19.08.2018 12:00","n/e","n/e"
"19.08.2018 12:00 - 19.08.2018 12:15","n/e","n/e"
"19.08.2018 12:15 - 19.08.2018 12:30","n/e","n/e"
"19.08.2018 12:30 - 19.08.2018 12:45","n/e","n/e"
"19.08.2018 12:45 - 19.08.2018 13:00","n/e","n/e"
"19.08.2018 13:00 - 19.08.2018 13:15","n/e","n/e"
"19.08.2018 13:15 - 19.08.2018 13:30","n/e","n/e"
"19.08.2018 13:30 - 19.08.2018 13:45","n/e","n/e"
"19.08.2018 13:45 - 19.08.2018 14:00","n/e","n/e"
"19.08.2018 14:00 - 19.08.2018 14:15","n/e","n/e"
"19.08.2018 14:15 - 19.08.2018 14:30","n/e","n/e"
"19.08.2018 14:30 - 19.08.2018 14:45","n/e","n/e"
"19.08.2018 14:45 - 19.08.2018 15:00","n/e","n/e"
"19.08.2018 15:00 - 19.08.2018 15:15","n/e","n/e"
"19.08.2018 15:15 - 19.08.2018 15:30","n/e","n/e"
"19.08.2018 15:30 - 19.08.2018 15:45","n/e","n/e"
"19.08.2018 15:45 - 19.08.2018 16:00","n/e","n/e"
"19.08.2018 16:00 - 19.08.2018 16:15","n/e","n/e"
"19.08.2018 16:15 - 19.08.2018 16:30","n/e","n/e"
"19.08.2018 16:30 - 19.08.2018 16:45","n/e","n/e"
"19.08.2018 16:45 - 19.08.2018 17:00","n/e","n/e"
"19.08.2018 17:00 - 19.08.2018 17:15","n/e","n/e"
"19.08.2018 17:15 - 19.08.2018 17:30","n/e","n/e"
"19.08.2018 17:30 - 19.08.2018 17:45","n/e","n/e"
"19.08.2018 17:45 - 19.08.2018 18:00","n/e","n/e"
"19.08.2018 18:00 - 19.08.2018 18:15","n/e","n/e"
"19.08.2018 18:15 - 19.08.2018 18:30","n/e","n/e"
"19.08.2018 18:30 - 19.08.2018 18:45","n/e","n/e"
"19.08.2018 18:45 - 19.08.2018 19:00","n/e","n/e"
"19.08.2018 19:00 - 19.08.2018 19:15","n/e","n/e"
"19.08.2018 19:15 - 19.08.2018 19:30","n/e","n/e"
"19.08.2018 19:30 - 19.08.2018 19:45","n/e","n/e"
"19.08.2018 19:45 - 19.08.2018 20:00","n/e","n/e"
"19.08.2018 20:00 - 19.08.2018 20:15","n/e","n/e"
"19.08.2018 20:15 - 19.08.2018 20:30","n/e","n/e"
"19.08.2018 20:30 - 19.08.2018 20:45","n/e","n/e"
"19.08.2018 20:45 - 19.08.2018 21:00","n/e","n/e"
"19.08.2018 21:00 - 19.08.2018 21:15","n/e","n/e"
"19.08.2018 21:15 - 19.08.2018 21:30","n/e","n/e"
"19.08.2018 21:30 - 19.08.2018 21:45","n/e","n/e"
"19.08.2018 21:45 - 19.08.2018 22:00","n/e","n/e"
"19.08.2018 22:00 - 19.08.2018 22:15","n/e","n/e"
"19.08.2018 22:15 - 19.08.2018 22:30","n/e","n/e"
"19.08.2018 22:30 - 19.08.2018 22:45","n/e","n/e"
"19.08.2018 22:45 - 19.08.2018 23:00","n/e","n/e"
"19.08.2018 23:00 - 19.08.2018 23:15","n/e","n/e"
"19.08.2018 23:15 - 19.08.2018 23:30","n/e","n/e"
